benchmark,method,rows,correct,accuracy,avg_preprocess_time_sec,min_preprocess_time_sec,max_preprocess_time_sec,avg_processor_time_sec,min_processor_time_sec,max_processor_time_sec,avg_prefill_time_sec,min_prefill_time_sec,max_prefill_time_sec,avg_decode_time_sec,min_decode_time_sec,max_decode_time_sec,avg_output_time_sec,min_output_time_sec,max_output_time_sec,avg_input_time_with_preprocess_sec,min_input_time_with_preprocess_sec,max_input_time_with_preprocess_sec,avg_total_time_sec,min_total_time_sec,max_total_time_sec,avg_text_tokens,min_text_tokens,max_text_tokens,avg_image_tokens,min_image_tokens,max_image_tokens,avg_total_tokens,min_total_tokens,max_total_tokens,avg_prefill_tokens_per_sec,min_prefill_tokens_per_sec,max_prefill_tokens_per_sec,avg_decode_tokens_per_sec,min_decode_tokens_per_sec,max_decode_tokens_per_sec,avg_prefill_mem_peak_allocated_mb,min_prefill_mem_peak_allocated_mb,max_prefill_mem_peak_allocated_mb,avg_decode_mem_peak_allocated_mb,min_decode_mem_peak_allocated_mb,max_decode_mem_peak_allocated_mb,avg_overall_peak_allocated_mb,min_overall_peak_allocated_mb,max_overall_peak_allocated_mb,avg_num_objects,min_num_objects,max_num_objects,accuracy_percent
hrbench_4k,Single_VLM_Qwen_4B_S360,10,9,0.9,0.0,0.0,0.0,0.0364557400054764,0.0074542000074870884,0.291456000006292,0.0364557400054764,0.0074542000074870884,0.291456000006292,0.7599688600050285,0.26685620000353083,4.936981199978618,0.7599688600050285,0.26685620000353083,4.936981199978618,0.0364557400054764,0.0074542000074870884,0.291456000006292,0.796424600010505,0.27474310001707636,5.22843719998491,64.8,56.0,74.0,148.0,148.0,148.0,212.8,204.0,222.0,23840.09550089285,761.6930171113562,29582.250601730273,6.23170119302919,0.4051058569979286,7.49467316095162,3140.98583984375,3138.375,3143.22607421875,3140.98583984375,3138.375,3143.22607421875,3140.98583984375,3138.375,3143.22607421875,0.0,0.0,0.0,90.0
hrbench_4k,Single_VLM_Qwen_4B_S480,10,10,1.0,0.0,0.0,0.0,0.009926650000852532,0.00940079998690635,0.012044999981299043,0.009926650000852532,0.00940079998690635,0.012044999981299043,0.32548141999868674,0.3092508999980055,0.3456984999938868,0.32548141999868674,0.3092508999980055,0.3456984999938868,0.009926650000852532,0.00940079998690635,0.012044999981299043,0.3354080699995393,0.3188479999953415,0.3552913999883458,64.8,56.0,74.0,252.0,252.0,252.0,316.8,308.0,326.0,32076.30691009655,25570.776295408716,33983.466958719706,6.152053509843565,5.785388134560512,6.467240677433433,3168.44306640625,3166.86669921875,3170.0888671875,3168.44306640625,3166.86669921875,3170.0888671875,3168.44306640625,3166.86669921875,3170.0888671875,0.0,0.0,0.0,100.0
hrbench_4k,Single_VLM_Qwen_4B_S540,10,10,1.0,0.0,0.0,0.0,0.011475940005038866,0.01087500000721775,0.012001900002360344,0.011475940005038866,0.01087500000721775,0.012001900002360344,0.3580335599952377,0.33887089998461306,0.3791135999781545,0.3580335599952377,0.33887089998461306,0.3791135999781545,0.011475940005038866,0.01087500000721775,0.012001900002360344,0.3695095000002766,0.3504233999992721,0.39071579999290407,64.8,56.0,74.0,316.0,316.0,316.0,380.8,372.0,390.0,33206.75521031814,31661.65356529113,34944.3578329489,5.592615036383071,5.2754636080458335,5.9019526317863615,3185.08056640625,3183.42529296875,3186.8115234375,3185.08056640625,3183.42529296875,3186.8115234375,3185.08056640625,3183.42529296875,3186.8115234375,0.0,0.0,0.0,100.0
hrbench_4k,Single_VLM_Qwen_4B_S640,10,7,0.7,0.0,0.0,0.0,0.015608029998838901,0.0151229000184685,0.016000400006305426,0.015608029998838901,0.0151229000184685,0.016000400006305426,0.41603503999940583,0.40579359998810105,0.4235851000121329,0.41603503999940583,0.40579359998810105,0.4235851000121329,0.015608029998838901,0.0151229000184685,0.016000400006305426,0.43164306999824475,0.42122229997767136,0.43950400000903755,64.8,56.0,74.0,427.0,427.0,427.0,491.8,483.0,501.0,31516.38532178402,30609.7229003444,32725.42004766639,4.808262872567346,4.721601397081043,4.928613955613507,3212.512890625,3210.8154296875,3214.28759765625,3212.512890625,3210.8154296875,3214.28759765625,3212.512890625,3210.8154296875,3214.28759765625,0.0,0.0,0.0,70.0
hrbench_4k,Single_VLM_Qwen_4B_S720,10,10,1.0,0.0,0.0,0.0,0.01823992000136059,0.017518200009362772,0.019497000001138076,0.01823992000136059,0.017518200009362772,0.019497000001138076,0.4889081300032558,0.48209189999033697,0.5095450000080746,0.4889081300032558,0.48209189999033697,0.5095450000080746,0.01823992000136059,0.017518200009362772,0.019497000001138076,0.5071480500046164,0.49961009999969974,0.5284794000035618,64.8,56.0,74.0,556.0,556.0,556.0,620.8,612.0,630.0,34080.628638468464,32268.779953708432,35559.66967524525,4.091764162511478,3.9250704058882078,4.148586607740325,3291.44990234375,3286.82861328125,3295.482421875,3291.44990234375,3286.82861328125,3295.482421875,3291.44990234375,3286.82861328125,3295.482421875,0.0,0.0,0.0,100.0
hrbench_4k,Single_VLM_Qwen_4B_S800,10,10,1.0,0.0,0.0,0.0,0.020497920003253966,0.01999569998588413,0.020935700013069436,0.020497920003253966,0.01999569998588413,0.020935700013069436,0.575924600000144,0.5646576999861281,0.591294799989555,0.575924600000144,0.5646576999861281,0.591294799989555,0.020497920003253966,0.01999569998588413,0.020935700013069436,0.5964225200033979,0.5849802999873646,0.6119565999833867,64.8,56.0,74.0,652.0,652.0,652.0,716.8,708.0,726.0,34975.466996099276,34266.133648150935,36307.80620395966,3.4733622243552404,3.382407557170009,3.5419688778690768,3354.08017578125,3350.833984375,3357.32666015625,3354.08017578125,3350.833984375,3357.32666015625,3354.08017578125,3350.833984375,3357.32666015625,0.0,0.0,0.0,100.0
hrbench_4k,Single_VLM_Qwen_4B_S960,10,10,1.0,0.0,0.0,0.0,0.026781309995567427,0.02642749997903593,0.02737419999903068,0.026781309995567427,0.02642749997903593,0.02737419999903068,0.7694049899961101,0.7624628999910783,0.7762545000005048,0.7694049899961101,0.7624628999910783,0.7762545000005048,0.026781309995567427,0.02642749997903593,0.02737419999903068,0.7961862999916776,0.7889868000056595,0.8032184999901801,64.8,56.0,74.0,927.0,927.0,927.0,991.8,983.0,1001.0,37037.51544007499,36201.971200440246,37877.211268340194,2.599512232405163,2.5764745969249767,2.623078447519745,3573.984765625,3566.8427734375,3583.38037109375,3573.984765625,3566.8427734375,3583.38037109375,3573.984765625,3566.8427734375,3583.38037109375,0.0,0.0,0.0,100.0
hrbench_4k,Single_VLM_Qwen_4B_S1080,10,10,1.0,0.0,0.0,0.0,0.03382865999883507,0.0324689999979455,0.036251300014555454,0.03382865999883507,0.0324689999979455,0.036251300014555454,1.0677581400057534,1.0638958000054117,1.0704999000008684,1.0677581400057534,1.0638958000054117,1.0704999000008684,0.03382865999883507,0.0324689999979455,0.036251300014555454,1.1015868000045885,1.0970264000061434,1.1055476999899838,64.8,56.0,74.0,1183.0,1183.0,1183.0,1247.8,1239.0,1257.0,36925.15332840678,34674.61855148078,38713.85013642359,1.8730904960768193,1.8682860222578046,1.8798833494688358,3790.8173828125,3784.4990234375,3797.53759765625,3790.8173828125,3784.4990234375,3797.53759765625,3790.8173828125,3784.4990234375,3797.53759765625,0.0,0.0,0.0,100.0
hrbench_4k,Single_VLM_Qwen_4B_S1280,10,10,1.0,0.0,0.0,0.0,0.04546544000331778,0.044339200016111135,0.0495740000042133,0.04546544000331778,0.044339200016111135,0.0495740000042133,1.5465430900017965,1.534463499992853,1.5587345999956597,1.5465430900017965,1.534463499992853,1.5587345999956597,0.04546544000331778,0.044339200016111135,0.0495740000042133,1.592008530005114,1.5789946999866515,1.6035594000131823,64.8,56.0,74.0,1627.0,1627.0,1627.0,1691.8,1683.0,1701.0,37246.43006471549,34110.622500832724,38363.344385598364,1.2932420683004642,1.2830920671200658,1.3033871447638312,4282.418359375,4271.869140625,4293.17529296875,4282.418359375,4271.869140625,4293.17529296875,4282.418359375,4271.869140625,4293.17529296875,0.0,0.0,0.0,100.0
hrbench_4k,Smol_YOLO_Qwen_4B_smol360,10,8,0.8,8.432748219996574,8.138623100006953,9.293408500001533,0.00924617999990005,0.007133200007956475,0.012808800005586818,0.00924617999990005,0.007133200007956475,0.012808800005586818,0.5283352700003888,0.4417834999912884,0.7619659999909345,0.5283352700003888,0.4417834999912884,0.7619659999909345,8.441994399996474,8.148067100002663,9.30621730000712,8.970329669996863,8.673374200006947,10.068183299998054,479.6,447.0,505.0,238.8,188.0,276.0,718.4,635.0,781.0,79168.60523584436,60973.70555082061,89020.35542136934,3.8878267864022633,2.6247890326127346,4.527104339658313,3337.6154296875,3284.4775390625,3383.27978515625,3337.6154296875,3284.4775390625,3383.27978515625,3337.6154296875,3284.4775390625,3383.27978515625,2.6,2.0,3.0,80.0
